Root Cold,Shoot Cold	AT1G01140	250	-9.7264420083	AT1G01140,AT4G25500,AT5G03210,AT3G47080,AT4G39090,AT2G06530,AT3G03050,AT2G21660,AT5G62460,AT4G02550,AT1G73030,AT3G10300,AT3G06500,AT4G01870,AT4G21560,AT3G08720,AT2G24100,AT4G27520,AT4G19200,AT5G61210,AT1G76180,AT2G31380
Botrytis,Senescence	AT1G01080	250	-38.7844720384	AT2G35370,AT4G39620,AT1G08520,AT3G12930,AT4G38430,AT2G35500,AT1G63610,AT5G41760,AT1G01080,AT4G17560,AT4G17600,AT1G60230,AT1G60600,AT3G19820,AT2G22230,AT5G08050,AT1G78630,AT4G01800,AT4G02790,AT5G53860,AT2G21170,AT3G15480,AT2G45770,AT4G18480,AT3G62110,AT3G28460,AT1G07320,AT4G20760,AT1G50900,AT3G14240,AT4G28100,AT5G51820,AT3G13120,AT5G53490,AT2G39190,AT1G11860,AT1G68590,AT2G26930,AT4G28640,AT3G55800,AT3G59040,AT1G14030,AT5G16715,AT3G01480,AT3G06980,AT5G49030,AT3G54050,AT1G03160,AT3G61870
Senescence,Shoot Uv	AT1G01080	250	-7.36314040533	AT1G08520,AT1G32080,AT4G33500,AT1G01080,AT4G17560,AT3G19820,AT4G02530,AT4G32710,AT4G15110,AT2G47590,AT3G28460,AT5G44520,AT4G01900,AT5G53490,AT5G05740,AT3G23070,AT1G14030,AT5G62890,AT3G11630
Botrytis,Senescence,Shoot Uv	AT1G01080	250	-10.4600435639	AT3G19820,AT5G53490,AT1G08520,AT3G28460,AT1G14030,AT1G01080,AT4G17560
Botrytis,Senescence	AT1G01430	250	-19.034503488	AT2G42320,AT5G14410,AT5G02120,AT1G54310,AT4G24750,AT4G02920,AT3G14415,AT5G13410,AT5G06340,AT5G23060,AT3G43540,AT3G08920,AT3G56010,AT1G01430,AT5G04810,AT1G55360,AT3G60530,AT3G57050,AT1G72310,AT1G76110,AT3G63490,AT5G42100,AT2G42190,AT3G19850,AT5G52780,AT5G14260,AT5G48790,AT1G22700,AT4G38840,AT1G31420,AT3G20230,AT1G51400
Botrytis,Senescence	AT1G01480	250	-24.3833419486	AT2G45550,AT5G13330,AT2G34850,AT4G28460,AT1G58340,AT4G18990,AT1G32350,AT3G21700,AT1G69930,AT4G39670,AT3G05360,AT2G27390,AT4G28940,AT1G68620,AT5G11210,AT3G06490,AT4G01870,AT5G57510,AT1G61820,AT5G34930,AT2G17500,AT5G63680,AT5G01830,AT1G01480,AT5G15160,AT5G27760,AT4G16760,AT2G35980,AT3G57550,AT2G29470,AT2G35730,AT2G34500,AT1G70170,AT4G21830,AT2G14620,AT1G14540,AT1G62300
Root Cold,Shoot Cold	AT1G01500	250	-15.0715213428	AT1G27630,AT4G18390,AT2G02860,AT1G47710,AT3G21650,AT1G10410,AT2G43500,AT5G11150,AT1G22770,AT3G04010,AT1G30620,AT2G42540,AT1G09350,AT5G61810,AT3G02250,AT5G39410,AT1G01500,AT1G10090,AT2G21130,AT2G19450,AT1G30360,AT1G02270,AT2G12550,AT4G04860,AT5G07290,AT3G25140,AT1G69830,AT1G31850
Root Cold,Shoot Cold	AT1G01490	250	-6.6271865821	AT2G20180,AT3G23690,AT1G72300,AT1G35460,AT1G01490,AT1G54060,AT4G26790,AT3G53950,AT5G57785,AT5G18850,AT3G49060,AT5G40850,AT5G67150,AT2G30520,AT4G28270,AT1G46264,AT4G22910,AT1G52340
Root Cold,Shoot Cold	AT1G01470	250	-22.1938210217	AT4G20880,AT1G20440,AT5G17050,AT2G44200,AT3G52430,AT1G76590,AT1G64890,AT5G42900,AT2G15970,AT1G11960,AT2G16890,AT3G27880,AT1G53440,AT4G22590,AT4G27720,AT4G38580,AT2G02120,AT1G49720,AT2G33830,AT5G52310,AT3G08720,AT3G21560,AT1G30360,AT4G30650,AT5G62350,AT1G73480,AT5G17850,AT2G16700,AT1G01470,AT4G18070,AT1G78070,AT4G24960,AT3G07790,AT5G61380,AT1G71710
Botrytis,Senescence	AT1G01610	250	-17.0159441674	AT2G26250,AT3G49250,AT3G21190,AT3G12930,AT5G13260,AT2G44160,AT4G21750,AT5G13510,AT5G07240,AT1G79720,AT2G01630,AT3G19820,AT5G02830,AT4G28080,AT2G21170,AT1G02150,AT4G18480,AT2G45470,AT4G33220,AT2G22125,AT1G21880,AT1G09030,AT3G14930,AT3G59040,AT1G01610,AT5G11790,AT3G06980,AT3G22780,AT1G04430,AT1G31410
Root Cold,Shoot Cold	AT1G01650	250	-20.0704745668	AT3G02750,AT1G01650,AT1G77220,AT4G09150,AT5G51570,AT2G23910,AT3G13330,AT2G45660,AT5G49900,AT1G48100,AT1G55500,AT4G34120,AT1G21790,AT1G30620,AT4G17550,AT2G21620,AT5G61810,AT2G40930,AT5G39410,AT5G11110,AT5G58670,AT1G71950,AT5G55180,AT2G21130,AT5G55990,AT5G51830,AT2G21430,AT2G28900,AT3G45600,AT4G35500,AT5G19070,AT5G06600,AT5G04540
Botrytis,Senescence	AT1G01725	250	-6.6271865821	AT4G35860,AT5G03450,AT4G35850,AT2G46310,AT2G41420,AT2G39725,AT5G19440,AT3G61980,AT2G26230,AT4G39220,AT5G67600,AT4G10150,AT2G31305,AT1G01725,AT1G36340,AT2G43080,AT2G43820,AT1G15860
Botrytis,Shoot Uv	AT1G01740	250	-8.91381186769	AT1G02870,AT3G11964,AT1G52930,AT1G01740,AT3G22300,AT3G55510,AT3G17465,AT3G62940,AT4G01880,AT4G11060,AT5G17930,AT3G57660,AT4G23620,AT3G44750,AT2G37990,AT3G02650,AT3G49180,AT2G43770,AT1G55890,AT5G22650,AT1G26460
Botrytis,Senescence	AT1G01790	250	-6.6271865821	AT5G38520,AT2G17440,AT5G36700,AT1G71500,AT2G42770,AT1G32470,AT5G04140,AT3G29290,AT1G35340,AT1G19150,AT5G63040,AT4G29590,AT3G24430,AT3G48420,AT1G01790,AT1G03160,AT1G49380,AT5G26780
Botrytis,Senescence	AT1G01630	250	-6.6271865821	AT3G48420,AT5G55630,AT2G44210,AT5G50420,AT5G44650,AT5G43310,AT1G70280,AT4G28640,AT1G01630,AT5G40380,AT5G11720,AT1G44920,AT4G18060,AT5G43710,AT1G60600,AT1G49380,AT5G26780,AT1G79720
Botrytis,Senescence,Shoot Uv	AT1G01630	250	-6.43342707387	AT5G11720,AT2G44210,AT4G18060,AT5G50420,AT1G01630
Botrytis,Senescence	AT1G01780	250	-13.2052437303	AT1G58340,AT3G51090,AT2G32190,AT2G27390,AT3G50310,AT3G25250,AT4G28940,AT3G12510,AT4G20460,AT1G61820,AT5G62160,AT2G17500,AT2G31570,AT5G15160,AT2G25460,AT1G01780,AT2G29470,AT2G35730,AT4G21830,AT2G14620,AT2G32210,AT1G11310,AT3G09520,AT1G14540,AT2G30040,AT2G20900
Botrytis,Senescence	AT1G01800	250	-9.7264420083	AT5G07020,AT1G32470,AT1G23360,AT1G54500,AT1G18730,AT1G71500,AT5G06340,AT3G12210,AT1G64355,AT1G50320,AT1G01800,AT5G42765,AT5G47110,AT5G27400,AT5G20130,AT5G45680,AT1G04640,AT5G48790,AT3G55330,AT1G56500,AT4G35450,AT5G53170
Botrytis,Senescence,Shoot Cold	AT1G01800	250	-6.43342707387	AT1G54500,AT1G04640,AT1G56500,AT1G01800,AT1G50320
Botrytis,Senescence	AT1G01970	250	-28.9509625956	AT5G55630,AT4G39620,AT3G12930,AT4G39960,AT1G01080,AT4G17600,AT1G60230,AT2G38570,AT5G46580,AT1G60600,AT1G53230,AT5G13120,AT5G50420,AT4G17740,AT1G48520,AT3G05100,AT4G18030,AT1G01970,AT1G17220,AT4G02790,AT2G21170,AT5G18570,AT3G62110,AT4G18480,AT3G28460,AT4G20760,AT4G20960,AT1G21600,AT4G28100,AT1G74850,AT5G51820,AT5G06770,AT2G41950,AT3G13180,AT5G16715,AT3G06980,AT1G59990,AT1G16350,AT1G03160,AT3G28760,AT2G17033
Botrytis,Senescence	AT1G02150	250	-8.91381186769	AT3G52150,AT1G02150,AT2G21170,AT3G49250,AT3G44890,AT1G09030,AT3G54090,AT2G33450,AT4G23940,AT5G62840,AT1G29880,AT3G25920,AT3G08740,AT1G01610,AT2G22230,AT2G13440,AT2G44640,AT4G28080,AT5G13510,AT2G30200,AT4G36390
Botrytis,Senescence	AT1G02220	250	-7.36314040533	AT1G02220,AT3G58750,AT1G23560,AT2G14620,AT3G55970,AT3G25655,AT1G05620,AT1G58340,AT3G51460,AT4G28940,AT3G16150,AT1G68620,AT3G09520,AT3G14770,AT1G63530,AT1G32940,AT4G21470,AT4G37370,AT1G09510
Root Cold,Shoot Cold	AT1G02270	250	-19.034503488	AT1G69870,AT4G35110,AT2G02860,AT1G47710,AT2G44200,AT1G10410,AT3G21650,AT2G43500,AT5G11150,AT3G04010,AT3G45260,AT5G52660,AT2G15970,AT4G38580,AT2G42540,AT3G53990,AT1G09350,AT3G02250,AT1G01500,AT1G10090,AT2G38465,AT2G19450,AT1G76580,AT1G30360,AT1G02270,AT5G07290,AT4G18070,AT4G24960,AT1G69830,AT1G27930,AT4G35310,AT5G10790
Botrytis,Senescence	AT1G02280	250	-12.3028297488	AT1G03870,AT4G24280,AT3G49140,AT1G08520,AT4G29060,AT2G25840,AT5G52520,AT3G52150,AT1G29070,AT1G16920,AT3G08740,AT2G04420,AT1G53730,AT4G28080,AT3G60320,AT3G03710,AT2G24020,AT3G62110,AT1G02280,AT1G61170,AT3G13120,AT5G25080,AT3G06770,AT3G23760,AT1G17230
Root Cold,Shoot Cold	AT1G02330	250	-8.91381186769	AT4G15910,AT1G69250,AT2G34790,AT2G16990,AT2G24500,AT5G08000,AT4G05410,AT3G55610,AT2G25625,AT3G27380,AT1G02330,AT5G59480,AT5G01520,AT5G20910,AT4G03180,AT3G19840,AT3G24840,AT1G70900,AT2G34720,AT5G44670,AT5G51180
Shoot Cold,Shoot Uv	AT1G02330	250	-6.6271865821	AT4G28200,AT5G60790,AT1G02370,AT3G15460,AT1G10580,AT5G55610,AT5G47880,AT4G03180,AT1G43860,AT2G24500,AT2G26230,AT1G02330,AT2G37990,AT3G54980,AT3G08640,AT5G25540,AT3G10530,AT1G22270
Botrytis,Senescence	AT1G02390	250	-19.034503488	AT2G45550,AT5G13330,AT3G51090,AT3G29250,AT2G32190,AT4G26440,AT2G39050,AT2G37750,AT1G68450,AT5G40730,AT1G74020,AT5G48410,AT1G30700,AT5G62460,AT1G02390,AT3G02875,AT2G45570,AT3G61930,AT1G68620,AT2G33700,AT5G59840,AT4G20460,AT2G17760,AT3G51970,AT1G68820,AT4G19810,AT1G05000,AT2G27180,AT1G19200,AT1G72800,AT4G21470,AT3G52910
Botrytis,Senescence	AT1G02470	200	-7.36314040533	AT2G01220,AT1G05340,AT3G61070,AT4G04620,AT1G02470,AT4G21980,AT2G28200,AT1G79900,AT4G22920,AT5G18940,AT2G45210,AT3G55890,AT5G19050,AT1G28200,AT1G80160,AT3G63310,AT1G64660,AT4G03320,AT3G11780
Shoot Cold,Shoot Uv	AT1G02400	250	-9.7264420083	AT2G02860,AT1G56060,AT2G17290,AT5G42050,AT4G28703,AT2G06530,AT1G63830,AT4G11330,AT4G02195,AT3G07780,AT3G08760,AT1G19180,AT3G08720,AT4G30210,AT1G02400,AT2G34930,AT2G37940,AT2G32210,AT4G18280,AT4G25210,AT5G63790,AT4G34710
Root Cold,Shoot Cold,Shoot Uv	AT1G02400	250	-8.40463435801	AT2G02860,AT4G28703,AT4G30210,AT4G25210,AT1G63830,AT1G02400
